          17.500  0.19510787183873E-01
          82.500  0.11353069372654E+00
         177.500  0.11353069372654E+00
         302.500  0.11353069372654E+00
         457.500  0.11353069372654E+00
         642.500  0.11353069372654E+00
         857.500  0.11353069372654E+00
        1102.500  0.11353069372654E+00
        1377.500  0.11353069372654E+00
        1682.500  0.11353069372654E+00
        2017.500  0.11353069372654E+00
        2382.500  0.11353069372654E+00
        2777.500  0.11353069372654E+00
        3202.500  0.11353069372654E+00
        3657.500  0.11353069372654E+00
        4142.500  0.11353069372654E+00
        4657.500  0.11353069372654E+00
        5202.500  0.11353069372654E+00
        5777.500  0.11353069372654E+00
