          17.500  0.23140740000000E-11
          82.500  0.23140740000000E-11
         177.500  0.23140740000000E-11
         302.500  0.23140740000000E-11
         457.500  0.23140740000000E-11
         642.500  0.23140740000000E-11
         857.500  0.23140740000000E-11
        1102.500  0.23140740000000E-11
        1377.500  0.23140740000000E-11
        1682.500  0.23140740000000E-11
        2017.500  0.23140740000000E-11
        2382.500  0.23140740000000E-11
        2777.500  0.23140740000000E-11
        3202.500  0.23140740000000E-11
        3657.500  0.23140740000000E-11
        4142.500  0.23140740000000E-11
        4657.500  0.23140740000000E-11
        5202.500  0.23140740000000E-11
        5777.500  0.23140740000000E-11
