          17.500  0.35000000000000E+01
          82.500  0.35000000000000E+01
         177.500  0.15000000000000E+01
         302.500  0.15000000000000E+01
         457.500  0.15000000000000E+01
         642.500  0.15000000000000E+01
         857.500  0.15000000000000E+01
        1102.500  0.15000000000000E+01
        1377.500  0.15000000000000E+01
        1682.500  0.15000000000000E+01
        2017.500  0.15000000000000E+01
        2382.500  0.15000000000000E+01
        2777.500  0.50000000000000E+00
        3202.500  0.50000000000000E+00
        3657.500  0.50000000000000E+00
        4142.500  0.50000000000000E+00
        4657.500  0.50000000000000E+00
        5202.500  0.50000000000000E+00
        5777.500  0.50000000000000E+00
