          17.500  0.62500000000000E-05
          82.500  0.62500000000000E-05
         177.500  0.62500000000000E-05
         302.500  0.62500000000000E-05
         457.500  0.62500000000000E-05
         642.500  0.62500000000000E-05
         857.500  0.62500000000000E-05
        1102.500  0.62500000000000E-05
        1377.500  0.62500000000000E-05
        1682.500  0.62500000000000E-05
        2017.500  0.62500000000000E-05
        2382.500  0.62500000000000E-05
        2777.500  0.62500000000000E-05
        3202.500  0.62500000000000E-05
        3657.500  0.62500000000000E-05
        4142.500  0.62500000000000E-05
        4657.500  0.62500000000000E-05
        5202.500  0.62500000000000E-05
        5777.500  0.62500000000000E-05
