          17.500  0.55561642708555E-06
          82.500  0.55561642708555E-06
         177.500  0.55561642708555E-06
         302.500  0.55561642708555E-06
         457.500  0.55561642708555E-06
         642.500  0.55561642708555E-06
         857.500  0.55561642708555E-06
        1102.500  0.55561642708555E-06
        1377.500  0.55561642708555E-06
        1682.500  0.55561642708555E-06
        2017.500  0.55561642708555E-06
        2382.500  0.55561642708555E-06
        2777.500  0.55561642708555E-06
        3202.500  0.55561642708555E-06
        3657.500  0.55561642708555E-06
        4142.500  0.55561642708555E-06
        4657.500  0.55561642708555E-06
        5202.500  0.55561642708555E-06
        5777.500  0.55561642708555E-06
