   17.5000000000000       2.576671180609257E-004
   82.5000000000000       2.576671180609257E-004
   177.500000000000       1.104287648832539E-004
   302.500000000000       1.104287648832539E-004
   457.500000000000       1.104287648832539E-004
   642.500000000000       1.104287648832539E-004
   857.500000000000       1.104287648832539E-004
   1102.50000000000       1.104287648832539E-004
   1377.50000000000       1.104287648832539E-004
   1682.50000000000       1.104287648832539E-004
   2017.50000000000       1.104287648832539E-004
   2382.50000000000       1.104287648832539E-004
   2777.50000000000       3.680958829441796E-005
   3202.50000000000       3.680958829441796E-005
   3657.50000000000       3.680958829441796E-005
   4142.50000000000       3.680958829441796E-005
   4657.50000000000       3.680958829441796E-005
   5202.50000000000       3.680958829441796E-005
   5777.50000000000       3.680958829441796E-005
