   17.5000000000000       1.030668472243703E-005
   82.5000000000000       5.380561231755536E-006
   177.500000000000       2.080883757528748E-006
   302.500000000000       5.961831782404428E-007
   457.500000000000       1.265386716111220E-007
   642.500000000000       1.989658215322350E-008
   857.500000000000       2.317636614689429E-009
   1102.50000000000       1.999971756838107E-010
   1377.50000000000       1.278539168884816E-011
   1682.50000000000       6.055023983032821E-013
   2017.50000000000       2.124366055098322E-014
   2382.50000000000       5.521467171127705E-016
   2777.50000000000       1.063142037426530E-017
   3202.50000000000       1.516490670034206E-019
   3657.50000000000       1.602506685645715E-021
   4142.50000000000       1.254502736039310E-023
   4657.50000000000       7.275369097222785E-026
   5202.50000000000       3.125720237935278E-028
   5777.50000000000       9.948482348562031E-031
